name,form_ict_index,photo,total_points,transfer_in,status,team,now_cost,position,team_shirt,postponed,news,news_added,transfer_in_event,transfer_out_event,selected_by_percent,points_per_game,in_dreamteam,cost_change_event
Martin Ødegaard,49.4,184029.png,34,1472153,a,Arsenal,6.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,2022-09-18T20:00:06.315087Z,"36,354","234,115",15.6,5.7,False,0
Jeffrey Schlupp,49.199999999999996,86417.png,13,8607,a,Crystal Palace,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,631,834,0.1,2.2,False,0
Kiernan Dewsbury-Hall,48.279999999999994,215413.png,20,237685,a,Leicester,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,,"4,883","12,838",1.1,2.9,False,0
João Filipe Iria Santos Moutinho,48.2,19624.png,10,11756,a,Wolves,4.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,2022-08-07T11:30:07.306530Z,"1,575","2,762",0.5,2.0,False,-1
Joe Ayodele-Aribo,47.7,193204.png,16,42641,a,Southampton,5.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,804,"5,405",0.5,2.3,False,0
Tyler Adams,47.4,200785.png,11,15677,a,Leeds,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,,817,"1,078",0.2,1.8,False,0
Aaron Ramsdale,47.2,225321.png,25,427959,a,Arsenal,4.9,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,2022-08-31T22:30:06.428076Z,"31,620","53,913",10.6,3.6,False,0
Nathan Collins,46.5,432830.png,25,159140,s,Wolves,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,Suspended until 18 Oct,2022-09-17T14:00:06.744492Z,"3,806","51,404",1.2,3.6,False,0
David Raya Martin,46.4,154561.png,25,438002,a,Brentford,4.5,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"65,588","33,643",6.8,3.6,False,0
Pablo Fornals Malla,46.2,217593.png,23,66335,a,Westham,5.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"5,253","8,500",0.9,3.3,False,0
John McGinn,44.25,122806.png,13,24906,a,Aston Villa,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,,"1,351","4,202",0.8,1.9,False,0
Trent Alexander-Arnold,44.0,169187.png,24,866188,a,Liverpool,7.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,,"72,610","236,583",36.0,4.0,False,-1
Raphaël Varane,43.65,90152.png,17,227750,a,Man United,4.8,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"17,409","15,480",3.4,3.4,False,0
Marcus Tavernier,43.2,201658.png,15,12088,a,Bournemouth,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,"2,460","1,162",0.1,2.1,False,0
Kalidou Koulibaly,42.0,86129.png,14,506382,a,Chelsea,5.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,2022-08-22T07:00:05.916103Z,"15,350","31,159",7.3,2.8,False,0
Fábio Ferreira Vieira,41.8,438098.png,11,10109,a,Arsenal,5.7,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,2022-08-04T15:00:05.309562Z,"7,356","1,267",0.2,5.5,False,0
Amadou Onana,41.75,449871.png,14,33843,a,Everton,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,,"1,959","1,543",0.2,2.3,False,0
Ezri Konsa Ngoyo,41.4,199798.png,14,18988,a,Aston Villa,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,2022-07-05T15:30:04.118376Z,"3,862","2,523",0.3,2.0,False,0
Jean-Philippe Mateta,40.4,231747.png,9,37736,a,Crystal Palace,5.3,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,"2,849","3,715",0.4,1.8,False,0
Adam Armstrong,39.4,155511.png,22,196772,a,Southampton,5.5,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,"17,537","17,425",1.6,3.1,False,0
Jaidon Anthony,39.2,444180.png,12,3761,a,Bournemouth,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,449,634,0.1,2.4,False,0
Antony Matheus dos Santos,39.0,467169.png,6,603593,a,Man United,7.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"59,214","42,243",5.0,6.0,False,0
Dean Henderson,38.25,172649.png,33,1019627,a,Nottingham Forest,4.7,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,"46,267","56,648",13.6,4.7,False,0
Sven Botman,37.8,220237.png,17,96685,a,Newcastle,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"3,586","18,842",1.8,3.4,False,0
Mohammed Salisu,37.8,450527.png,7,10559,a,Southampton,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,"1,067","1,140",0.2,1.0,False,0
Lloyd Kelly,36.2,235530.png,23,114962,i,Bournemouth,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,Ankle injury - Unknown return date,2022-09-18T23:30:06.392801Z,"2,442","15,111",1.0,4.6,False,0
Mason Mount,36.1,184341.png,14,171085,a,Chelsea,7.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,,"21,830","18,633",3.4,2.3,False,0
Emerson Leite de Souza Junior,34.8,241157.png,27,650268,a,Tottenham,5.1,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,"12,012","60,462",5.2,3.9,False,0
Tyrell Malacia,33.6,222690.png,19,342085,a,Man United,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"38,080","25,129",4.0,3.2,False,1
Bernd Leno,33.6,80201.png,11,83302,a,Fulham,4.5,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,,"11,245","8,865",1.7,2.2,False,0
Fabio Henrique Tavares,33.6,116643.png,11,65835,a,Liverpool,5.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,,"4,406","5,162",1.0,1.8,False,0
Reece James,33.1,225796.png,23,1769113,a,Chelsea,6.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,2022-08-30T16:30:06.549059Z,"206,891","90,328",36.4,4.6,False,0
Gavin Bazunu,32.8,456350.png,15,34760,a,Southampton,4.5,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,"3,600","4,135",0.8,2.1,False,0
Kieran Tierney,32.7,192895.png,13,38668,d,Arsenal,4.8,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,Head injury - 75% chance of playing,2022-09-26T13:00:06.430643Z,"2,246","7,137",0.9,2.2,False,0
Ederson Santana de Moraes,32.4,121160.png,29,686031,a,Man city,5.5,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"34,198","68,164",16.2,4.1,False,0
Cheikhou Kouyaté,31.5,55037.png,12,37299,a,Nottingham Forest,4.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,"3,459","3,837",0.3,3.0,False,0
Sean Longstaff,31.5,180135.png,14,228272,a,Newcastle,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"23,018","18,893",2.2,2.0,False,0
Philippe Coutinho Correia,31.349999999999998,84583.png,10,170111,a,Aston Villa,6.7,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,2022-08-30T12:30:06.485567Z,"16,696","26,541",4.4,1.4,False,0
Harvey Barnes,30.599999999999998,201666.png,14,66660,a,Leicester,6.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,2022-08-05T13:30:06.644219Z,"23,522","9,380",1.2,2.8,False,0
Kurt Zouma,30.450000000000003,103192.png,18,101621,a,Westham,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"25,045","10,075",1.7,2.6,False,0
Jefferson Lerma Solís,30.4,152551.png,21,107325,a,Bournemouth,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,"1,787","4,822",0.7,3.0,False,0
Jesse Lingard,30.299999999999997,109322.png,16,170691,a,Nottingham Forest,5.7,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,"4,953","34,147",2.4,2.7,False,0
Ryan Fraser,30.0,90105.png,8,7949,a,Newcastle,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,2022-08-23T13:30:06.120711Z,954,"1,121",0.1,1.6,False,0
Aaron Cresswell,29.9,55459.png,13,120587,a,Westham,4.8,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,2022-09-02T11:00:07.034972Z,"21,041","10,250",1.9,2.2,False,0
Scott McTominay,29.8,195851.png,9,17213,a,Man United,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"1,958","1,523",0.2,1.5,False,0
Andrew Robertson,29.6,122798.png,16,211046,i,Liverpool,6.7,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,Knee injury - Expected back 16 Oct,2022-09-12T12:49:44.518979Z,850,"90,877",3.5,2.7,False,-1
James Justin,29.51,220627.png,10,71900,a,Leicester,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,,"31,540","11,661",1.0,1.4,False,0
Josh Dasilva,29.400000000000002,183656.png,21,1343324,a,Brentford,4.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"13,243","78,706",7.0,3.0,False,0
Edouard Mendy,28.8,228286.png,17,548402,i,Chelsea,4.9,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,Lack of match fitness - Expected back 08 Oct,2022-09-22T11:30:06.585791Z,"12,657","139,555",12.4,2.8,False,0
Mohamed Elyounoussi,26.700000000000003,96787.png,10,2692,a,Southampton,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,200,555,0.1,1.7,False,0
Moussa Djenepo,26.549999999999997,431131.png,15,14851,a,Southampton,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,336,831,0.1,2.1,False,0
Armel Bella-Kotchap,25.650000000000002,477386.png,13,25793,a,Southampton,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,"3,039","2,420",0.3,2.2,False,0
Emiliano Buendía Stati,25.6,195546.png,16,53101,a,Aston Villa,5.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,,"1,468","4,928",0.4,2.3,False,0
Saïd Benrahma,25.6,172841.png,10,80827,a,Westham,5.7,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"3,290","8,190",0.9,1.4,False,0
Willian Borges da Silva,25.55,47431.png,7,28116,a,Fulham,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,,"14,078","2,659",0.2,3.5,False,0
Marc Cucurella Saseta,24.5,179268.png,12,1106425,d,Chelsea,5.1,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,Illness - 25% chance of playing,2022-09-30T14:00:06.792994Z,"39,131","99,960",10.3,2.0,False,-1
Rico Henry,24.3,194010.png,17,147951,a,Brentford,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"9,427","7,736",1.1,2.4,False,0
Vladimir Coufal,23.4,164555.png,15,143319,a,Westham,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,2022-08-22T07:00:05.882577Z,"18,981","9,661",1.3,2.1,False,0
Hugo Lloris,23.4,37915.png,27,230991,d,Tottenham,5.5,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,Thigh injury - 75% chance of playing,2022-09-19T14:30:06.571210Z,"7,543","60,369",4.8,3.9,False,0
Ruben Loftus-Cheek,22.9,126187.png,9,22882,a,Chelsea,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,2022-08-30T22:30:06.365447Z,706,"1,156",0.2,1.5,False,0
Chris Mepham,22.799999999999997,223911.png,14,9907,a,Bournemouth,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,"1,535",973,0.1,2.0,False,0
Odsonne Edouard,22.6,199670.png,10,128847,a,Crystal Palace,5.3,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,"8,200","13,571",1.6,1.7,False,0
Romain Perraud,22.35,244560.png,12,5840,a,Southampton,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,2022-08-18T13:00:06.727307Z,290,946,0.1,2.4,False,0
Adam Smith,22.200000000000003,54469.png,11,5553,a,Bournemouth,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,828,632,0.1,1.6,False,0
Riyad Mahrez,21.8,103025.png,12,77025,a,Man city,7.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"1,673","11,595",1.6,2.0,False,0
Gonçalo Manuel Ganchinho Guedes,21.5,181284.png,15,95854,a,Wolves,6.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"3,893","7,109",0.4,2.5,False,0
Douglas Luiz Soares de Paulo,21.0,230046.png,14,35901,a,Aston Villa,4.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,,"4,660","4,416",0.5,2.3,False,0
Boubacar Kamara,20.700000000000003,226944.png,12,10911,i,Aston Villa,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,Knee injury - Expected back 26 Dec,2022-09-17T01:30:06.256487Z,86,"2,417",0.1,1.7,False,0
Danny Ward,20.41,95463.png,8,883590,a,Leicester,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,,"69,200","88,800",25.8,1.1,False,0
Shandon Baptiste,20.25,432160.png,11,27848,a,Brentford,4.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"2,318","2,365",0.3,1.6,False,0
Ben Mee,20.0,51927.png,20,433308,a,Brentford,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"21,125","18,548",2.9,2.9,False,0
Fábio Freitas Gouveia Carvalho,19.7,244858.png,19,76343,a,Liverpool,5.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,2022-09-03T18:00:06.731821Z,"5,790","4,802",0.5,3.2,False,0
Jamie Vardy,19.5,101668.png,18,122111,a,Leicester,9.2,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,,"10,550","15,272",2.3,2.6,False,0
Thomas Partey,19.35,167199.png,11,26568,d,Arsenal,4.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,Knee injury - 75% chance of playing,2022-09-25T09:00:06.484502Z,"1,029","1,217",0.3,2.8,False,0
Dan Burn,19.3,78916.png,19,116809,a,Newcastle,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"3,850","9,348",1.5,2.7,False,0
Ashley Young,19.25,18892.png,7,7140,a,Aston Villa,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,,"1,366",706,0.1,2.3,False,0
James Milner,19.1,15157.png,11,129558,a,Liverpool,4.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,,"3,042","7,269",1.1,1.8,False,0
Ryan Christie,18.75,158499.png,11,1701,a,Bournemouth,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,300,295,0.1,1.6,False,0
Wilfred Ndidi,18.7,203341.png,12,19406,d,Leicester,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,Hamstring injury - 75% chance of playing,2022-09-25T09:30:06.558454Z,673,"3,004",0.3,1.7,False,0
Neeskens Kebano,18.2,92259.png,14,7869,a,Fulham,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,2022-08-20T23:30:05.629758Z,197,799,0.1,2.3,False,0
Konstantinos Tsimikas,18.2,214285.png,10,40743,a,Liverpool,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,2022-08-05T11:30:05.986957Z,"23,911","3,212",0.4,2.0,False,0
Lucas Tolentino Coelho de Lima,17.8,224024.png,4,179623,a,Westham,6.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"24,193","19,553",1.3,1.3,False,0
Timothy Castagne,17.639999999999997,166477.png,12,128320,a,Leicester,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,,"12,456","7,710",1.2,2.0,False,0
Luke Ayling,16.200000000000003,66588.png,3,4732,a,Leeds,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,2022-07-05T15:30:04.180211Z,"1,517",430,0.1,3.0,False,0
Asmir Begović,16.2,40349.png,9,54731,a,Everton,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,2022-07-30T13:30:04.308081Z,"28,027","6,192",0.9,9.0,False,0
Jorge Luiz Frello Filho,16.0,85955.png,20,338391,a,Chelsea,5.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,,"8,476","16,731",2.7,3.3,False,-1
Cristiano Ronaldo dos Santos Aveiro,15.8,14937.png,7,99600,a,Man United,10.2,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"5,660","9,150",2.5,1.2,False,0
Lukasz Fabianski,15.600000000000001,37096.png,20,58747,a,Westham,5.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,2022-08-08T11:00:05.503474Z,"17,810","7,200",1.3,2.9,False,0
Joe Worrall,15.6,208912.png,9,5031,a,Nottingham Forest,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,120,849,0.1,1.3,False,0
Norberto Murara Neto,15.0,69752.png,10,16579,a,Bournemouth,4.5,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,"7,015","2,072",0.2,3.3,False,0
Bruno Guimarães Rodriguez Moura,15.0,208706.png,9,119927,a,Newcastle,5.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,2022-09-26T17:30:07.905928Z,"8,827","13,207",2.3,2.2,False,-1
Tim Ream,15.0,82514.png,13,11156,a,Fulham,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,,821,"1,735",0.1,1.9,False,0
Kieffer Moore,14.5,128340.png,15,156861,a,Bournemouth,5.5,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,"1,824","8,666",0.7,2.1,False,0
Eddie Nketiah,14.5,205533.png,7,12998,a,Arsenal,6.6,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,,768,"1,682",0.3,1.0,False,0
Adam Webster,14.1,110735.png,21,88123,a,Brighton,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"3,248","5,727",0.6,3.5,False,0
Kyle Walker,14.1,58621.png,22,877776,a,Man city,5.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,2022-09-04T23:30:06.262267Z,"20,594","73,898",8.0,3.7,False,-1
Illan Meslier,14.0,437495.png,17,112896,a,Leeds,4.5,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,,"11,670","9,534",2.3,2.8,False,0
Joël Veltman,13.4,111478.png,26,663153,a,Brighton,4.6,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,2022-08-29T13:30:06.222939Z,"12,569","36,788",4.7,4.3,False,0
Sékou Mara,12.9,476888.png,8,10265,a,Southampton,5.4,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,646,816,0.1,1.6,False,0
Stuart Armstrong,12.8,91047.png,7,8672,a,Southampton,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,506,"1,018",0.1,1.2,False,0
Lewis Dunk,12.7,83299.png,22,534968,a,Brighton,4.6,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"7,411","36,753",4.5,3.7,False,0
Cristian Romero,12.7,221632.png,5,62076,a,Tottenham,4.9,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,2022-08-18T09:00:06.331862Z,"5,086","7,110",1.3,1.2,False,0
Hwang Hee-chan,12.5,184754.png,10,23969,i,Wolves,5.7,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,Knock - Unknown return date,2022-09-30T18:00:07.353554Z,325,"1,505",0.2,1.7,False,0
Mateo Kovacic,12.4,91651.png,4,22347,a,Chelsea,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,2022-08-12T12:30:05.410427Z,"2,711","2,038",0.3,1.3,False,0
Robert Sánchez,12.3,215059.png,28,1167792,a,Brighton,4.7,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"25,607","96,875",15.6,4.7,False,0
Daniel James,11.6,200617.png,8,16698,a,Fulham,6.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,2022-07-05T15:30:04.208215Z,"1,420","2,456",0.2,1.3,False,0
Pervis Estupiñán,11.5,204214.png,12,117279,a,Brighton,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"1,383","9,982",0.6,3.0,False,0
Julián Álvarez,10.75,461358.png,16,133582,a,Man city,6.2,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"3,540","17,761",1.3,3.2,False,0
Tom Davies,10.5,173807.png,6,2695,a,Everton,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,2022-08-24T16:30:06.063413Z,238,286,0.0,1.2,False,0
Conor Gallagher,10.4,232787.png,3,13042,a,Chelsea,5.7,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,2022-08-27T20:00:06.444499Z,720,"2,332",0.5,0.6,False,0
Dwight McNeil,10.15,433154.png,10,7068,a,Everton,5.2,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,,228,"1,245",0.1,1.4,False,0
Patrick Bamford,9.9,106617.png,8,40205,a,Leeds,7.3,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,2022-08-14T00:00:05.863419Z,"2,746","2,529",0.4,2.0,False,0
Pontus Jansson,9.4,61810.png,10,33215,a,Brentford,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,2022-08-27T20:00:06.384857Z,"2,276","4,809",1.0,2.0,False,0
Michael Olise,9.4,443661.png,7,8660,a,Crystal Palace,5.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,2022-08-01T17:30:04.743028Z,580,910,0.1,1.4,False,-1
Wesley Fofana,9.3,444463.png,2,254009,a,Chelsea,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,,"27,457","17,239",2.4,0.7,False,0
Keane Lewis-Potter,9.3,249231.png,9,2703,i,Brentford,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,Foot injury - Unknown return date,2022-09-18T20:00:06.801943Z,107,975,0.1,1.8,False,0
Scott McKenna,8.7,168281.png,8,4212,d,Nottingham Forest,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,Knock - 75% chance of playing,2022-09-26T13:00:06.727952Z,100,"1,177",0.1,1.1,False,0
Nathaniel Clyne,8.5,57328.png,6,10131,a,Crystal Palace,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,467,700,0.2,1.2,False,0
Antonee Robinson,8.15,169528.png,10,7700,d,Fulham,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,Ankle injury - 50% chance of playing,2022-09-03T18:00:06.609846Z,38,"1,124",0.1,1.7,False,-1
Danny Ings,8.15,84939.png,12,86839,a,Aston Villa,6.7,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,,"2,546","8,937",1.0,2.0,False,0
Armando Broja,7.7,440323.png,4,26879,a,Chelsea,5.3,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,2022-08-19T13:30:06.120257Z,"3,640","3,841",0.5,1.0,False,0
Clément Lenglet,7.6499999999999995,171101.png,4,9791,a,Tottenham,4.8,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,2022-08-12T14:00:05.943518Z,"1,127","1,366",0.3,1.3,False,0
Jacob Murphy,7.5,114243.png,7,161549,a,Newcastle,4.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"32,047","24,948",3.8,1.0,False,-1
Anthony Elanga,7.45,449434.png,10,68578,a,Man United,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"1,909","6,096",0.7,2.0,False,0
Aaron Hickey,7.45,472713.png,10,32787,a,Brentford,5.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"3,820","2,690",0.4,1.4,False,0
Oleksandr Zinchenko,7.2,206325.png,20,1625034,d,Arsenal,5.1,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,Calf injury - 75% chance of playing,2022-09-16T13:00:06.505249Z,"3,319","241,977",12.5,5.0,False,0
Christian Pulisic,6.8,176413.png,5,22212,a,Chelsea,5.7,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,2022-08-19T13:30:06.111243Z,"2,137","2,147",0.4,0.8,False,0
